,Unnamed: 0,Endo_id,name,uniprot,ensembl,binding_hormones,anatomical structure
758,758,ENR01066,NMU-R2,Q9GZQ4,ENST00000255262,['ENH00625'],"['ENC00408', 'ENC00357', 'ENC00413', 'ENC00140', 'ENC00102', 'ENC00009', 'ENC00145', 'ENC00074', 'ENC00315', 'ENC00130', 'ENC00144']"
759,759,ENR01067,CRF2-beta,Q133242,ENST00000452278,"['ENH00197', 'ENH00198', 'ENH00199']",[]
760,760,ENR01069,hepatocyte growth factor receptor,P08581,ENST00000456159,"['ENH00245', 'ENH00580']","['ENC00365', 'ENC00063', 'ENC00132', 'ENC00244', 'ENC00145', 'ENC00184', 'ENC00150', 'ENC00231', 'ENC00412', 'ENC00249', 'ENC00127', 'ENC00112']"
761,761,ENR01070,basigin,P35613,ENST00000396012,[],"['ENC00164', 'ENC00323', 'ENC00020', 'ENC00207', 'ENC00397', 'ENC00216', 'ENC00037', 'ENC00078']"
762,762,ENR01072,UTS2R,Q9UKP6,ENST00000313135,"['ENH00647', 'ENH00648']",[]
763,763,ENR01073,TXA2-R,P21731,ENST00000411851,['ENH00337'],[]
764,764,ENR01074,CRTH2,Q9Y5Y4,ENST00000332539,[],['ENC00420']
765,765,ENR01075,PAF-R,P25105,ENST00000373857,['ENH00650'],"['ENC00112', 'ENC00074', 'ENC00421', 'ENC00274', 'ENC00013', 'ENC00228', 'ENC00216', 'ENC00247', 'ENC00244', 'ENC00450', 'ENC00248']"
766,766,ENR01076,LXR-beta,P55055,ENST00000411902,[],"['ENC00249', 'ENC00009']"
767,767,ENR01077,LXR-alpha,Q13133,ENST00000457932,[],"['ENC00004', 'ENC00216', 'ENC00063', 'ENC00127', 'ENC00221', 'ENC00009', 'ENC00249', 'ENC00424']"
768,768,ENR01078,bile acid receptor,Q96RI1,ENST00000392986,[],['ENC00249']
769,769,ENR01079,CAR,Q14994,ENST00000442691,[],['ENC00249']
770,770,ENR01080,AhR,P35869,ENST00000401808,[],['ENC00216']
771,771,ENR01081,PXR,O75469,ENST00000441957,[],"['ENC00184', 'ENC00127', 'ENC00249']"
772,772,ENR01082,TACI,O14836,ENST00000437538,"['ENH00566', 'ENH00568']","['ENC00127', 'ENC00144', 'ENC00130']"
773,773,ENR01084,FGF-BP,Q14512,ENST00000382333,"['ENH00072', 'ENH00073', 'ENH00297', 'ENH00651', 'ENH00656']","['ENC00210', 'ENC00125']"
774,774,ENR01085,CD2,P06729,ENST00000369478,"['ENH00668', 'ENH00476']",['ENC00287']
775,775,ENR01086,LTBR,P36941,ENST00000228918,"['ENH00248', 'ENH00260', 'ENH01149']","['ENC00504', 'ENC00538']"
776,776,ENR01089,GPR54,Q969F8,ENST00000234371,"['ENH00686', 'ENH00687']","['ENC00444', 'ENC00262']"
777,777,ENR01090,CMKLR1,Q99788,ENST00000436420,"['ENH01043', 'ENH00688']","['ENC00216', 'ENC00228', 'ENC00600', 'ENC00250']"
778,778,ENR01100,MUSK,O15146,ENST00000416899,[],['ENC00122']
779,779,ENR01101,IL-4R type l,"['P243941', 'P31785']",empty0,['ENH00252'],"['ENC00247', 'ENC00233']"
780,780,ENR01102,IL4R type ll,"['P243941', 'P78552']",empty0,"['ENH00252', 'ENH00253']",['ENC00379']
781,781,ENR01103,IL-2R (high affinity),"['P14784', 'P31785']",empty0,['ENH00325'],[]
782,782,ENR01104,integrin alpha-9/beta-1,Q13797,empty0,"['ENH00287', 'ENH00462', 'ENH00453']",[]
783,783,ENR01105,integrin alpha-5/beta-1,empty0,empty0,"['ENH00446', 'ENH00748', 'ENH00767', 'ENH00454', 'ENH00575']",['ENC00244']
784,784,ENR01106,VLA-4,"['P05556', 'P13612']",empty0,['ENH00454'],[]
785,785,ENR01107,IL-12R-beta1,P42701,ENST00000430026,['ENH00259'],[]
786,786,ENR01108,NPR1,P16066,ENST00000428723,"['ENH00631', 'ENH00463']","['ENC00007', 'ENC00063', 'ENC00152', 'ENC00074']"
787,787,ENR01109,NPR2,P20594,ENST00000455603,['ENH00628'],"['ENC00250', 'ENC00152']"
788,788,ENR01111,"IgE Fc receptor, alpha-subunit",P12319,ENST00000368115,[],"['ENC00078', 'ENC00251', 'ENC00216']"
789,789,ENR01112,IgE receptor,"['P12319', 'Q01362', 'P30273']",empty0,['ENH00730'],"['ENC00078', 'ENC00241']"
790,790,ENR01113,IgE Fc receptor gamma-subunit,P30273,ENST00000367992,[],"['ENC00219', 'ENC00247', 'ENC00292', 'ENC00013', 'ENC00078', 'ENC00251', 'ENC00276']"
791,791,ENR01114,"IgE Fc receptor, subunit beta",Q01362,ENST00000440896,[],"['ENC00078', 'ENC00251']"
792,792,ENR01115,IgG Fc receptor I,P12314,ENST00000444948,['ENH00732'],['ENC00247']
793,793,ENR01116,CD160 antigen,O95971,ENST00000401557,[],"['ENC00292', 'ENC00289']"
794,794,ENR01117,B-cell receptor CD22,P20273,ENST00000419549,[],['ENC00233']
795,795,ENR01118,GluR-3,P42263,ENST00000371266,['ENH00734'],['ENC00020']
796,796,ENR01120,interleukin 31 receptor A,Q2TBA1,ENST00000451314,[],['ENC00247']
797,797,ENR01126,thrombin receptor,Q71UT7,ENST00000396233,[],['ENC00020']
798,798,ENR01127,CD7,P09564,empty0,"['ENH00740', 'ENH00476']","['ENC00389', 'ENC00292', 'ENC00293', 'ENC00233', 'ENC00287']"
799,799,ENR01128,CD45,P08575,ENST00000442510,['ENH00476'],['ENC00389']
800,800,ENR01129,Tim-3,Q8TDQ0,ENST00000307851,['ENH00749'],[]
801,801,ENR01133,CD3,"['P09693', 'P04234', 'P07766']",empty0,['ENH00476'],[]
802,802,ENR01136,CEA,P06731,ENST00000446434,['ENH00476'],[]
803,803,ENR01137,1B2 glycolipid,empty0,empty0,['ENH00476'],[]
804,804,ENR01138,MAC-2BP,empty0,empty0,['ENH00476'],[]
805,805,ENR01140,CA125,Q8WXI7,ENST00000397910,['ENH00476'],[]
806,806,ENR01141,HBGp82,empty0,empty0,['ENH00476'],[]
807,807,ENR01142,pre-BCR,empty0,empty0,['ENH00476'],[]
808,808,ENR01143,integrin alpha-7/beta-1,empty0,empty0,"['ENH00826', 'ENH00823', 'ENH00832', 'ENH00454', 'ENH00476', 'ENH00825', 'ENH00827']",[]
809,809,ENR01144,complement receptor 3,Q16581,ENST00000307637,['ENH00476'],"['ENC00284', 'ENC00364', 'ENC00074', 'ENC00027', 'ENC00360', 'ENC00280']"
810,810,ENR01149,integrin alpha-3/beta-1,empty0,empty0,"['ENH00822', 'ENH00454', 'ENH00748', 'ENH00826', 'ENH00832', 'ENH00823', 'ENH00824', 'ENH00795', 'ENH00522']","['ENC00222', 'ENC00152']"
811,811,ENR01150,integrin alpha-1/beta-1,empty0,empty0,"['ENH00748', 'ENH00826', 'ENH00825', 'ENH00827']",['ENC00174']
812,812,ENR01151,integrin alpha-2/beta-1,empty0,empty0,"['ENH00826', 'ENH00825', 'ENH00827', 'ENH00836']",[]
813,813,ENR01152,integrin alphaV/beta3,empty0,empty0,"['ENH00838', 'ENH00453', 'ENH00451', 'ENH00582', 'ENH00576', 'ENH00575', 'ENH00461']",['ENC00600']
814,814,ENR01153,CEACAM-1 isoform A,P13688,ENST00000403461,[],['ENC00217']
815,815,ENR01154,CEACAM-1 isoform B,P13688,ENST00000403461,[],['ENC00217']
816,816,ENR01155,CEACAM-1 isoform C,P13688,ENST00000403461,[],['ENC00217']
817,817,ENR01156,biliary glycoprotein 1,P13688,ENST00000403461,[],['ENC00217']
818,818,ENR01157,CEACAM-6,P40199,ENST00000412062,[],['ENC00217']
819,819,ENR01158,PSGL-1,Q14242,ENST00000388962,"['ENH00931', 'ENH00951']","['ENC00217', 'ENC00276', 'ENC00247', 'ENC00389', 'ENC00248']"
820,820,ENR01159,integrin alpha-6/beta-1,"['P23229', 'P05556']",empty0,"['ENH00826', 'ENH00827', 'ENH00822', 'ENH00832', 'ENH00825', 'ENH00823', 'ENH00824', 'ENH00582']",['ENC00472']
821,821,ENR01160,terd,empty0,empty0,[],['ENC00247']
822,822,ENR01161,leukosialin,P16150,ENST00000436527,[],"['ENC00293', 'ENC00287', 'ENC00217']"
823,823,ENR01162,autocrine motility factor receptor,P26442,ENST00000314566,[],['ENC00249']
824,824,ENR01163,CD74,P04233,ENST00000377795,['ENH00809'],[]
825,825,ENR01164,integrin alpha-V/beta-5,empty0,empty0,"['ENH00451', 'ENH00582', 'ENH00576']",['ENC00063']
826,826,ENR01165,dystroglycan,Q14118,ENST00000452317,"['ENH00827', 'ENH00825', 'ENH00826', 'ENH00795']",[]
827,827,ENR01166,syndecan,empty0,empty0,"['ENH00978', 'ENH00825', 'ENH00979', 'ENH00976', 'ENH00977']",[]
828,828,ENR01167,agrin,O00468,empty0,"['ENH00826', 'ENH00827']",[]
829,829,ENR01168,integrin alpha-6/beta-4,empty0,empty0,"['ENH00825', 'ENH00823', 'ENH00822', 'ENH00826']",['ENC00222']
830,830,ENR01169,SR-BI,Q8WTV0,ENST00000415380,"['ENH00543', 'ENH00417', 'ENH00542', 'ENH00545']",['ENC00249']
831,831,ENR01170,netrin receptor UNC5A,Q6ZN44,ENST00000329542,"['ENH00841', 'ENH00843']",[]
832,832,ENR01171,netrin receptor UNC5B isoform 1,Q8IZJ11,ENST00000373192,['ENH00841'],[]
833,833,ENR01172,netrin receptor UNC5B isoform 2,Q8IZJ12,ENST00000373192,['ENH00841'],[]
834,834,ENR01173,netrin receptor UNC5C,O95185,ENST00000453304,['ENH00841'],[]
835,835,ENR01174,netrin receptor UNC5D,Q6UXZ4,ENST00000453357,['ENH00841'],[]
836,836,ENR01175,neogenin,Q92859,ENST00000379842,['ENH00841'],['ENC00020']
837,837,ENR01176,IL-18R,O95256,ENST00000450855,['ENH00273'],"['ENC00287', 'ENC00288']"
838,838,ENR01177,LDL-R,P01130,ENST00000455727,"['ENH00417', 'ENH01122']",['ENC00249']
839,839,ENR01178,PDGFR,"['P09619', 'P162341']",empty0,"['ENH00270', 'ENH00258']",['ENC00424']
840,840,ENR01180,integrin alpha-8/beta-1,empty0,empty0,"['ENH00451', 'ENH00453', 'ENH00454', 'ENH00462', 'ENH00871']",['ENC00473']
841,841,ENR01182,neurokinin-2 receptor,P21452,ENST00000414492,"['ENH00872', 'ENH00622', 'ENH00054', 'ENH00621', 'ENH00623']",[]
842,842,ENR01184,RLN3R1,Q9NSD7,ENST00000330120,['ENH00899'],[]
843,843,ENR01185,RLN3R2,Q8TDU9,ENST00000368318,"['ENH00899', 'ENH00915']",[]
844,844,ENR01186,relaxin receptor 1,Q9HBX9,ENST00000448688,['ENH00899'],[]
845,845,ENR01187,relaxin receptor 2,Q8WXD0,ENST00000380314,"['ENH00905', 'ENH00904', 'ENH00902']","['ENC00020', 'ENC00063', 'ENC00171', 'ENC00140', 'ENC00145', 'ENC00246', 'ENC00389', 'ENC00018']"
846,846,ENR01188,CaSR,P41180,ENST00000360387,"['ENH00941', 'ENH00942']","['ENC00247', 'ENC00184', 'ENC00221', 'ENC00361', 'ENC00063', 'ENC00076', 'ENC00145', 'ENC00407', 'ENC00004', 'ENC00284', 'ENC00244', 'ENC00222', 'ENC00280', 'ENC00281', 'ENC00381', 'ENC00349', 'ENC00325', 'ENC00360', 'ENC00096', 'ENC00102', 'ENC00200', 'ENC00201', 'ENC00365', 'ENC00174', 'ENC00457']"
847,847,ENR01189,mucin-1 isoform 7,P159417,ENST00000457295,['ENH00926'],[]
848,848,ENR01190,ADAM17,P78536,ENST00000310823,"['ENH00925', 'ENH00200', 'ENH00924', 'ENH00578', 'ENH00935', 'ENH00936', 'ENH00316', 'ENH00315', 'ENH00314', 'ENH00317']","['ENC00284', 'ENC00020', 'ENC00231', 'ENC00360', 'ENC00181', 'ENC00487', 'ENC00050', 'ENC00222', 'ENC00216', 'ENC00247', 'ENC00287', 'ENC00246', 'ENC00217', 'ENC00074']"
849,849,ENR01191,ALCAM,Q13740,ENST00000389927,['ENH00928'],"['ENC00018', 'ENC00318', 'ENC00020', 'ENC00231', 'ENC00222', 'ENC00389', 'ENC00082', 'ENC00263', 'ENC00521', 'ENC00360', 'ENC00247', 'ENC00233', 'ENC00287']"
850,850,ENR01192,CD6,P30203,ENST00000452451,['ENH00928'],"['ENC00287', 'ENC00293', 'ENC00233', 'ENC00276']"
851,851,ENR01193,P-selectin,P16109,ENST00000458599,['ENH00933'],['ENC00150']
852,852,ENR01194,L-selectin,P14151,ENST00000236147,['ENH00933'],"['ENC00276', 'ENC00248']"
853,853,ENR01195,E-selectin,P16581,ENST00000367782,['ENH00933'],['ENC00150']
854,854,ENR01196,SLAMF6,Q96DU3,ENST00000368059,[],['ENC00293']
855,855,ENR01197,SLAMF7,Q9NQ25,ENST00000458602,[],['ENC00293']
856,856,ENR01198,ADAM10,empty0,empty0,"['ENH00067', 'ENH00442']",[]
857,857,ENR01200,CD9 antigen,P21926,ENST00000425469,"['ENH00317', 'ENH00315', 'ENH00314']",[]
858,858,ENR01201,insulin receptor isoform short,P062132,empty0,['ENH00096'],[]
859,859,ENR01202,TCCR,Q6UWB1,ENST00000263379,"['ENH00949', 'ENH00950', 'ENH00585']","['ENC00389', 'ENC00130', 'ENC00306', 'ENC00287', 'ENC00233', 'ENC00247', 'ENC00248']"
860,860,ENR01203,SIGLEC-7,Q9Y286,ENST00000317643,[],"['ENC00228', 'ENC00418', 'ENC00292', 'ENC00219', 'ENC00217', 'ENC00389', 'ENC00248', 'ENC00247', 'ENC00287', 'ENC00074', 'ENC00112', 'ENC00130', 'ENC00538']"
861,861,ENR01204,cubilin,O60494,ENST00000438254,"['ENH00953', 'ENH00542']",['ENC00278']
862,862,ENR01205,leptin receptor isoform b,P483571,ENST00000431694,['ENH00160'],"['ENC00361', 'ENC00231', 'ENC00150', 'ENC00004', 'ENC00005']"
863,863,ENR01206,ESL-1,Q92896,ENST00000447066,"['ENH00072', 'ENH00934', 'ENH00073', 'ENH00135', 'ENH00294']",['ENC00276']
864,864,ENR01207,nephrin,O60500,ENST00000443172,[],['ENC00396']
865,865,ENR01208,podocalyxin-like protein 1,O00592,ENST00000446198,[],['ENC00396']
866,866,ENR01209,ROBO1,Q9Y6N7,ENST00000436010,"['ENH00976', 'ENH00977', 'ENH00979']","['ENC00144', 'ENC00217', 'ENC00246', 'ENC00112', 'ENC00020', 'ENC00357']"
867,867,ENR01210,ROBO2,Q9HCK4,ENST00000403211,['ENH00977'],"['ENC00020', 'ENC00097', 'ENC00357']"
868,868,ENR01211,vasorin,Q6EMK4,ENST00000304735,"['ENH00212', 'ENH00213', 'ENH00223']","['ENC00263', 'ENC00063', 'ENC00112', 'ENC00020', 'ENC00048', 'ENC00074', 'ENC00122', 'ENC00152', 'ENC00412', 'ENC00519', 'ENC00441']"
869,869,ENR01212,glypican 1,P35052,ENST00000455111,"['ENH00977', 'ENH00978', 'ENH00737', 'ENH00231']","['ENC00018', 'ENC00379', 'ENC00022', 'ENC00076', 'ENC00097', 'ENC00122', 'ENC00020']"
870,870,ENR01213,ephrin-A5,P52803,ENST00000333274,[],['ENC00020']
871,871,ENR01215,SCN11A,Q9UI33,ENST00000456224,['ENH00301'],[]
872,872,ENR01216,FPRL1,P25090,ENST00000340023,"['ENH00356', 'ENH00882', 'ENH01003', 'ENH01123']","['ENC00217', 'ENC00074', 'ENC00247']"
873,873,ENR01217,FPRL2,P25089,ENST00000339223,[],['ENC00247']
874,874,ENR01218,oxoeicosanoid receptor 1,Q8TDS5,ENST00000378661,"['ENH01045', 'ENH01047']","['ENC00219', 'ENC00217', 'ENC00074', 'ENC00063']"
875,875,ENR01219,GABAA receptor,empty0,empty0,['ENH00246'],"['ENC00265', 'ENC00555']"
876,876,ENR01221,GLAST,P43003,ENST00000427100,"['ENH01054', 'ENH01053', 'ENH01055']","['ENC00284', 'ENC00549', 'ENC00472']"
877,877,ENR01222,GLT1,P43004,ENST00000449068,"['ENH01054', 'ENH01055', 'ENH01053']",['ENC00284']
878,878,ENR01223,EAAT3,P43005,ENST00000422398,"['ENH01055', 'ENH01053', 'ENH01054']","['ENC00134', 'ENC00050', 'ENC00271']"
879,879,ENR01224,EAAT4,P48664,ENST00000430939,"['ENH01055', 'ENH01053', 'ENH01054']",['ENC00265']
880,880,ENR01225,EAAT5,O00341,ENST00000371494,['ENH01054'],['ENC00164']
881,881,ENR01226,Mas,P30554,empty0,['ENH01063'],[]
882,882,ENR01227,angiotensin IV receptor,empty0,empty0,['ENH00415'],[]
883,883,ENR01228,guanylyl cyclase,empty0,empty0,['ENH00439'],[]
884,884,ENR01237,Transient receptor potential cation channel subfamily V member 1,Q8NER1,ENST00000425167,"['ENH00225', 'ENH01148']","['ENC00563', 'ENC00078', 'ENC00357', 'ENC00312']"
885,885,ENR01238,TrpV4-A,Q9HBA01,ENST00000418703,[],"['ENC00231', 'ENC00128', 'ENC00222', 'ENC00563', 'ENC00244']"
886,886,ENR01246,IL-1Rrp2,Q9HB29,ENST00000441515,"['ENH01085', 'ENH01086']",[]
887,887,ENR01247,IL-28R-alpha-v1,Q8IU571,ENST00000428464,"['ENH00699', 'ENH00697', 'ENH00698']","['ENC00048', 'ENC00122', 'ENC00145', 'ENC00140', 'ENC00115', 'ENC00102']"
888,888,ENR01248,IL-28R-alpha-v2,Q8IU572,ENST00000428464,[],"['ENC00048', 'ENC00115', 'ENC00140', 'ENC00122', 'ENC00145', 'ENC00102']"
889,889,ENR01251,Interleukin-28 receptor alpha chain,Q8IU574,ENST00000428464,['ENH00699'],[]
890,890,ENR01265,Lysophosphatidic acid receptor 3,Q9UBY5,ENST00000440886,['ENH01113'],"['ENC00210', 'ENC00518', 'ENC00231', 'ENC00150', 'ENC00115', 'ENC00140', 'ENC00102', 'ENC00048', 'ENC00074', 'ENC00097', 'ENC00063', 'ENC00020', 'ENC00275', 'ENC00050', 'ENC00182', 'ENC00423', 'ENC00472', 'ENC00013', 'ENC00228', 'ENC00246', 'ENC00360', 'ENC00127']"
891,891,ENR01271,CHRNA1-1,P027082,ENST00000448239,['ENH00226'],['ENC00122']
892,892,ENR01272,Gamma-aminobutyric acid receptor subunit alpha-2,P47869,ENST00000381620,['ENH00246'],[]
893,893,ENR01273,Gamma-aminobutyric acid receptor subunit alpha-4,P48169,ENST00000264318,['ENH00246'],[]
894,894,ENR01274,Gamma-aminobutyric acid receptor subunit alpha-5,P31644,ENST00000400081,['ENH00246'],[]
895,895,ENR01275,Gamma-aminobutyric acid receptor subunit alpha-6,Q16445,ENST00000274545,['ENH00246'],[]
896,896,ENR01276,Gamma-aminobutyric acid receptor subunit gamma-2,P18507,ENST00000414552,['ENH00246'],[]
897,897,ENR01277,Gamma-aminobutyric acid receptor subunit gamma-3,Q99928,ENST00000451330,['ENH00246'],[]
898,898,ENR01278,Gamma-aminobutyric acid receptor subunit rho-2,P28476,ENST00000402938,['ENH00246'],[]
899,899,ENR01279,Gamma-aminobutyric acid receptor subunit theta,Q9UN88,ENST00000370306,['ENH00246'],[]
900,900,ENR01280,Gamma-aminobutyric acid receptor subunit pi,O00591,ENST00000442540,['ENH00246'],[]
901,901,ENR01281,Gamma-aminobutyric acid receptor subunit rho-3,A8MPY1,empty0,['ENH00246'],[]
902,902,ENR01282,MRC2,Q9UBG0,ENST00000446119,['ENH00943'],"['ENC00283', 'ENC00020', 'ENC00112', 'ENC00074', 'ENC00063', 'ENC00102', 'ENC00130', 'ENC00144', 'ENC00184', 'ENC00231', 'ENC00216']"
903,903,ENR01294,VLDLR,P98155,ENST00000397921,[],"['ENC00048', 'ENC00122']"
904,904,ENR01295,Tumor necrosis factor receptor superfamily member 11B,O00300,ENST00000297350,[],['ENC00093']
905,905,ENR01296,Lysophosphatidic acid receptor 6,P43657,ENST00000435430,['ENH01113'],"['ENC00125', 'ENC00210', 'ENC00389']"
906,906,ENR01298,Gamma-aminobutyric acid receptor,"['Q8N1C3', 'P18505', 'P14867', 'O14764', 'P24046', 'P34903', 'P47869', 'P48169', 'P31644', 'Q16445', 'P18507', 'Q99928', 'Q9UN88', 'O00591', 'A8MPY1', 'P28476']",empty0,['ENH00246'],[]
907,907,ENR01299,Gamma-aminobutyric acid receptor A,"['P14867', 'P18507']",empty0,['ENH00246'],['ENC00027']
908,908,ENR01300,Gamma-aminobutyric acid receptor B,empty0,empty0,['ENH00246'],['ENC00027']
909,909,ENR01301,Gamma-aminobutyric acid receptor C,empty0,empty0,['ENH00246'],['ENC00027']
910,910,ENR01302,GPR44,empty0,empty0,['ENH00649'],[]
911,911,ENR01304,putative SLPI receptor,empty0,empty0,['ENH00962'],[]
912,912,ENR01305,ApoA-I receptor,empty0,empty0,[],['ENC00216']
913,913,ENR01308,unspecified progesterone receptor,empty0,empty0,['ENH00049'],['ENC00003']
914,914,ENR01310,Sterol O-acyltransferase 1,P35610,ENST00000367619,[],['ENC00249']
915,915,ENR01311,ATP-binding cassette sub-family A member 1,O95477,ENST00000374736,[],['ENC00216']
916,916,ENR01312,GPR39 protein,A4FVA5,ENST00000329321,[],['ENC00050']
917,917,ENR01313,IGFBP-5 receptor,empty0,empty0,[],['ENC00060']
918,918,ENR01315,free fatty acid receptor 1,O14842,ENST00000246553,['ENH00807'],['ENC00174']
919,919,ENR01316,Annexin-2 receptor,Q3ZCQ2,ENST00000314890,[],"['ENC00320', 'ENC00397']"
920,920,ENR01317,Succinate receptor 1,Q9BXA5,ENST00000362032,['ENH01145'],"['ENC00063', 'ENC00261']"
921,921,ENR01318,Integrin alpha-3,P26006,ENST00000320031,['ENH00522'],"['ENC00152', 'ENC00231']"
922,922,ENR01319,Sphingosine 1-phosphate receptor 4,O95977,ENST00000246115,"['ENH01131', 'ENH01133']","['ENC00276', 'ENC00074', 'ENC00130', 'ENC00389', 'ENC00144', 'ENC00306', 'ENC00018', 'ENC00308', 'ENC00578', 'ENC00055', 'ENC00228', 'ENC00287', 'ENC00290', 'ENC00222']"
923,923,ENR01320,Sphingosine 1-phosphate receptor 5,Q9H228,ENST00000333430,"['ENH01131', 'ENH01133']","['ENC00472', 'ENC00020', 'ENC00403', 'ENC00411', 'ENC00130', 'ENC00389', 'ENC00112', 'ENC00074', 'ENC00263', 'ENC00276', 'ENC00055', 'ENC00228', 'ENC00292', 'ENC00093', 'ENC00125', 'ENC00222']"
924,924,ENR01321,Lysophosphatidic acid receptor 4,Q99677,ENST00000373301,['ENH01113'],"['ENC00097', 'ENC00020', 'ENC00048', 'ENC00127', 'ENC00140', 'ENC00115', 'ENC00184', 'ENC00130', 'ENC00144', 'ENC00102', 'ENC00063', 'ENC00122']"
925,925,ENR01322,G-protein coupled receptor 12,P47775,ENST00000405846,"['ENH01131', 'ENH01133']","['ENC00020', 'ENC00140', 'ENC00578']"
926,926,ENR01323,Probable G-protein coupled receptor 132,Q9UNW8,ENST00000392585,"['ENH01133', 'ENH01132']","['ENC00216', 'ENC00130', 'ENC00144', 'ENC00048', 'ENC00074', 'ENC00018', 'ENC00306', 'ENC00276', 'ENC00287', 'ENC00228']"
927,927,ENR01324,Ovarian cancer G-protein coupled receptor 1,Q15743,ENST00000238699,['ENH01133'],"['ENC00074', 'ENC00063', 'ENC00382', 'ENC00112', 'ENC00020', 'ENC00048', 'ENC00130', 'ENC00140', 'ENC00127', 'ENC00397', 'ENC00055']"
928,928,ENR01325,G-protein coupled receptor 4,P46093,ENST00000323040,"['ENH01133', 'ENH01132']","['ENC00097', 'ENC00578', 'ENC00074', 'ENC00063', 'ENC00048', 'ENC00306', 'ENC00216', 'ENC00020', 'ENC00055', 'ENC00231', 'ENC00222', 'ENC00152']"
929,929,ENR01326,Lysophosphatidic acid receptor 5,Q9H1C0,ENST00000431922,['ENH01113'],"['ENC00048', 'ENC00074', 'ENC00127', 'ENC00132', 'ENC00112', 'ENC00184', 'ENC00130', 'ENC00578']"
930,930,ENR01327,Psychosine receptor,Q8IYL9,ENST00000267549,[],"['ENC00055', 'ENC00112', 'ENC00074', 'ENC00144', 'ENC00130', 'ENC00306', 'ENC00127', 'ENC00389', 'ENC00020', 'ENC00411', 'ENC00287', 'ENC00013', 'ENC00578', 'ENC00472', 'ENC00423', 'ENC00216']"
931,931,ENR01328,FTS receptor,empty0,empty0,[],"['ENC00287', 'ENC00397', 'ENC00053', 'ENC00528', 'ENC00027']"
932,932,ENR01334,steroidogenic factor 1,Q13285,ENST00000373588,[],"['ENC00009', 'ENC00097', 'ENC00140', 'ENC00361', 'ENC00579']"
933,933,ENR01335,IL-2R,"['P01589', 'P14784', 'P31785']",empty0,[],"['ENC00233', 'ENC00287']"
934,934,ENR01336,LFA-1,"['P20701', 'P05107']",empty0,['ENH00271'],[]
935,935,ENR01337,cystein proteases,empty0,empty0,['ENH00665'],['ENC00601']
936,936,ENR01338,G-protein coupled receptor GPCR33,Q5T6X5,ENST00000530250,['ENH00450'],['ENC00067']
937,937,ENR01339,Putative tumor suppressor protein EXTL3,O43909,ENST00000220562,['ENH00922'],"['ENC00360', 'ENC00174', 'ENC00020']"
938,938,ENR01340,Programmed cell death protein 1,Q15116,ENST00000334409,"['ENH00669', 'ENH00670']",['ENC00233']
939,939,ENR01341,Syndecan-3,O75056,ENST00000339394,['ENH00309'],['ENC00360']
940,940,ENR01342,Anaplastic lymphoma kinase,Q9UM73,ENST00000389048,['ENH00309'],[]
941,941,ENR01343,PTPRB,P23467,ENST00000368226,"['ENH00309', 'ENH00308']",['ENC00027']
942,942,ENR01344,integrin alpha-IIb/beta-3,"['P08514', 'P05106']",empty0,"['ENH00765', 'ENH00446']",[]
943,943,ENR01345,Autocrine motility factor receptor,Q9UKV5,ENST00000290649,['ENH00806'],[]
944,944,ENR01346,G-CSF-R,Q99062,ENST00000440588,['ENH00221'],['ENC00217']
945,945,ENR01347,Prokineticin receptor 1,Q8TCW9,empty0,['ENH00694'],['ENC00037']
946,946,ENR01348,Klotho beta-like protein,Q86Z14,ENST00000257408,"['ENH00305', 'ENH00304']",[]
947,947,ENR01349,alpha-Klotho,Q9UEF7,ENST00000380099,['ENH00227'],"['ENC00604', 'ENC00278']"
948,948,ENR01350,Secretin receptor,P47872,empty0,['ENH00163'],['ENC00262']
949,949,ENR01351,IL-20R2,Q6UXL0,ENST00000329582,"['ENH00701', 'ENH00702']",[]
950,950,ENR01352,IL-20R1,Q9UHF4,empty0,"['ENH00701', 'ENH00702', 'ENH00894']",[]
951,951,ENR01353,Complement receptor 3,"['P11215', 'P05107']",empty0,['ENH00711'],[]
952,952,ENR01354,Sialic acid-binding Ig-like lectin 5,O15389,ENST00000429354,['ENH00215'],[]
953,953,ENR01355,alpha-bungarotoxin receptor,empty0,empty0,['ENH00752'],[]
954,954,ENR01356,Syndecan-4,P31431,empty0,['ENH00756'],['ENC00284']
955,0,ENR00147,CD28,P10747,ENST00000458610,[],['ENC00288']
956,1,ENR00275,LIR-1,Q8NHL6,ENST00000451426,[],"['ENC00233', 'ENC00247', 'ENC00287', 'ENC00292', 'ENC00228']"
957,2,ENR00276,PIR-B,Q9UKJ0,ENST00000457519,[],['ENC00248']
958,3,ENR00282,hLAIR1-1,Q6GTX8,ENST00000456960,[],"['ENC00292', 'ENC00287']"
959,4,ENR00430,frizzled 2,Q14332,ENST00000315323,[],"['ENC00262', 'ENC00184', 'ENC00221', 'ENC00097', 'ENC00102', 'ENC00062', 'ENC00074', 'ENC00063', 'ENC00122', 'ENC00140', 'ENC00145']"
960,5,ENR00435,PPAR-gamma1,P372312,ENST00000455517,[],"['ENC00004', 'ENC00005', 'ENC00216', 'ENC00184', 'ENC00244', 'ENC00231', 'ENC00171']"
961,6,ENR00515,Neuronal acetylcholine receptor subunit beta-2,P17787,empty0,[],['ENC00011']
962,7,ENR00535,RAR-alpha,P10276,ENST00000441856,[],['ENC00074']
